2022-12-12 10:15:52 - Permission denied (os error 13)
2022-12-12 10:15:52 - error sending request for url (http://127.0.0.1:9090/configs): error trying to connect: tcp connect error: Connection refused (os error 111)
2022-12-12 10:15:52 - [clash]: level=info msg="RESTful API listening at: 127.0.0.1:9090"
2022-12-12 10:15:52 - [clash]: level=info msg="Mixed(http+socks) proxy listening at: 127.0.0.1:7890"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🍎苹果服务"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider ⚓️其他流量"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬国外媒体"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬Youtube"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🚀直接连接"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🔰国外流量"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬哔哩哔哩"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider ✈️Telegram"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬Netflix"
2022-12-12 10:15:53 - running timer task `rJXPQ2huPmnv`
2022-12-12 10:15:53 - running timer task `rG54CGISK8b1`
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬国外媒体"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🚀直接连接"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🔰国外流量"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🍎苹果服务"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider ✈️Telegram"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬Youtube"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider ⚓️其他流量"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬Netflix"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬哔哩哔哩"
2022-12-12 10:16:00 - [clash]: level=info msg="[TCP] 127.0.0.1:52886 --> xn--4gq62f52gdss.com:443 match Match() using ⚓️其他流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:29:55 - [clash]: level=info msg="[TCP] 127.0.0.1:52954 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:30:44 - [clash]: level=info msg="[TCP] 127.0.0.1:52956 --> accounts.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:30:55 - [clash]: level=info msg="[TCP] 127.0.0.1:52958 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:31:55 - [clash]: level=info msg="[TCP] 127.0.0.1:52960 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:32:55 - [clash]: level=info msg="[TCP] 127.0.0.1:52962 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:33:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52964 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:34:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52966 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:35:44 - [clash]: level=info msg="[TCP] 127.0.0.1:52968 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:35:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52970 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:36:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52972 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:37:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52974 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:38:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52976 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:39:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52978 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:40:26 - [clash]: level=info msg="[TCP] 127.0.0.1:52980 --> www.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:40:27 - [clash]: level=info msg="[TCP] 127.0.0.1:52982 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:40:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52984 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:41:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52986 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:42:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52988 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:43:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52990 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:44:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52992 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:45:56 - [clash]: level=info msg="[TCP] 127.0.0.1:52994 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:46:57 - [clash]: level=info msg="[TCP] 127.0.0.1:52996 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:47:57 - [clash]: level=info msg="[TCP] 127.0.0.1:52998 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:48:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53000 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:49:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53002 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:50:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53004 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:51:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53006 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:51:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53008 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:51:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53010 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:51:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53014 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:52:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53016 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:53:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53020 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:54:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53022 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:55:57 - [clash]: level=info msg="[TCP] 127.0.0.1:53024 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:56:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53026 --> google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:56:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53028 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:57:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53030 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:58:34 - [clash]: level=info msg="[TCP] 127.0.0.1:53032 --> safebrowsing.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:58:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53034 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 10:59:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53036 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:00:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53038 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:01:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53040 --> google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:01:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53042 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:02:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53044 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:03:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53046 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:04:58 - [clash]: level=info msg="[TCP] 127.0.0.1:53048 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:05:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53050 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:05:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53052 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:06:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53054 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:06:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53056 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:06:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53058 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:07:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53060 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:08:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53062 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:09:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53064 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:10:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53066 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:11:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53068 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:12:59 - [clash]: level=info msg="[TCP] 127.0.0.1:53070 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:14:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53072 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:15:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53074 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:16:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53076 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:17:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53078 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:18:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53080 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:19:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53082 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:20:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53084 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:21:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53088 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:21:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53090 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:22:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53092 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:23:00 - [clash]: level=info msg="[TCP] 127.0.0.1:53094 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:24:01 - [clash]: level=info msg="[TCP] 127.0.0.1:53096 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:25:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53098 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:26:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53100 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:27:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53102 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:28:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53104 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:28:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53106 --> safebrowsing.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:29:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53108 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:30:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53110 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:31:02 - [clash]: level=info msg="[TCP] 127.0.0.1:53112 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:32:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53116 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:33:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53118 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:34:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53120 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:35:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53122 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:35:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53124 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:36:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53126 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:36:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53128 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:37:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53130 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:38:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53132 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:39:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53134 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:40:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53136 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:41:04 - [clash]: level=info msg="[TCP] 127.0.0.1:53138 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:41:10 - [clash]: level=warning msg="[TCP] dial 🔰国外流量 (match DomainKeyword/google) 127.0.0.1:53140 --> mtalk.google.com:5228 error: jp.12138.one:22139 connect error: lookup jp.12138.one: i/o timeout"
2022-12-12 11:41:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53142 --> mtalk.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:42:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53144 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
